brand,model,aggregateRating/ratingValue,aggregateRating/reviewCount,offers/price,offers/priceCurrency,depth,width,features/0/description,features/1/description
MSI,GS6612246,1.5,2.0,2729.99,USD,9.65,14.17,"Windows Pro offers speed, power, familiarity, and ease at a range of price points, delivering the latest features to enhance mobility without sacrificing performance.",1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity. Antireflective finish reduces eyestrain and widens the field of view.
Dell,4KFPT,,,849.99,USD,9.0,14.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity
HP,14-DQ0080NR,3.4,12.0,,USD,12.76,8.86,"Experience the most secure Windows ever built with fast boot times, increased responsiveness, and added protection against phishing and malware.","With virtually no bezel encircling the display, an ultra-wide viewing experience provides for seamless multi-monitor set-ups."
GIGABYTE,AORUS 17 YE5-74US544SH,3.9,8.0,,USD,,,Windows 11 Home,"NVIDIA GeForce RTX 3080 Ti Laptop GPU 8GB GDDR6, Boost Clock 1410 MHz, Maximum Graphics Power 130 W"
Microsoft,GSRF 5W6-00024,4.0,2.0,900.99,USD,9.6,13.4,"Brings back the Start menu from Windows 7 and introduces new features, such as the Edge web browser that lets you mark up web pages on your screen.","With Windows Ink compatible computers, you can take notes on-screen, mark up photos and screen shots, or create content through Ink enabled apps. <a href=""/windowsink"" target=""_blank"" >Learn more ›</a>"
ASUS,S3502QA-DS71,,,849.99,USD,9.0,14.0,Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity,"Imagine, design and create without boundaries. The powerful AMD Ryzen? 7 processor features machine intelligence that anticipates your needs. Discover true responsiveness with 8 cores for ultimate performance"
ASUS,F1704ZA-DS24,1.0,2.0,499.99,USD,10.0,15.0,"Microsoft Windows 11 gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",With NanoEdge Display Screen Technology. The 1600 x 900 resolution boasts impressive color and clarity
Dell,J75WM,5.0,1.0,1439.99,USD,8.0,12.0,"Built for business. Protect your data with enterprise-grade security, login from any device anywhere, and boost productivity with powerful management tools.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity
Dell,79T1D,5.0,1.0,949.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",Anti-glare Screen reduces eyestrain and widens the field of view. The 1920 x 1080 resolution boasts impressive color and clarity
Lenovo,21HH001FUS,,,1499.99,USD,10.06,0.81,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Lenovo,21K10007US,,,1539.99,USD,8.19,0.58,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Experience brilliance on a 13” 2K IPS touchscreen. 450 nits brightness, anti-glare, 100% sRGB coverage enrich visuals, while touch functionality adds seamless interaction, perfect for creativity, productivity, and captivating content consumption."
Lenovo,21DJ000XUS,,,789.99,USD,9.25,14.1,Windows 11 Pro,"Capacitive display responds to finger touches instead of pressure, recognizing a light swipe but not a standard stylus. IPS technology offers wide viewing angles. 1920x1080 HD resolution."
Lenovo,21JN0040US,4.0,2.0,939.99,USD,9.75,0.78,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 16"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Microsoft,GSRF 5PB-00001,5.0,1.0,,USD,8.8,12.1,"Brings back the Start menu from Windows 7 and introduces new features, such as the Edge web browser that lets you mark up web pages on your screen.",Natural finger-touch navigation makes the most of Windows 10. Its 2256 x 1504 resolution boasts impressive color and clarity. Energy-efficient LED backlight.
Dell,2H58M,5.0,1.0,1039.99,USD,8.3,12.7,The Windows 11 Pro operating system offers powerful platform to efficiently run routine applications.,1920x1080 resolution showcases your games and HD movies with impressive color and clarity.
Dell,FNMGY,,,1639.99,USD,8.0,12.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
Samsung,NP960XFG-KC1US,4.2,9.0,,USD,13.99,9.86,"Strivers and thrivers , this is the PC for you. Accomplish your ambitions with a powerful processor that’s the latest design by Intel ideal for fast paced lifestyles.","Go ahead, live that fast paced life Galaxy Book3 Pro won’t slow you down. Featuring a thin, lightweight design that’s made to move with you, this powerful PC is always ready to help you pursue your ambitions."
Lenovo,21H3001DUS,,,1199.99,USD,9.33,0.78,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Immerse yourself in stunning visuals with a 15.6"" FHD IPS display, boasting sharp 1920x1080 resolution and 300nits brightness for a vivid and lifelike viewing experience."
Acer,AN16-41-R9ZH,4.0,1.0,1649.99,USD,11.02,14.18,"Windows 11 operating system was designed with you at the center - to make life easier, more creative, secure, connected and fun! It's also faster with new features to help you get more done.","With a lightning-quick 165Hz refresh rate, the 16"" WQXGA display makes your game sessions fluid, unbroken, and unmatched. NVIDIA Advanced Optimus allows a laptop display to dynamically switch between the integrated graphics and the discrete graphics without having to reboot."
Lenovo,ThinkPad T470,3.7,24.0,458.99,USD,13.25,9.15,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with powerful management tools.",Touch navigation makes the most of Windows 10. The 1920 x 1080 resolution boasts impressive color and clarity.
Dell,8GHCF,,,959.99,USD,9.0,14.0,"Microsoft Windows 11 Pro gives you a user-friendly interface with useful features like the taskbar turning into the dock, the glass-like desktop, your favorite old widgets, and conveniently accessible snap layouts and groups that align side by side.",IPS technology offers wide viewing angles. The 1920 x 1080 resolution boasts impressive color and clarity
Lenovo,21BX0014US,,,1129.99,USD,8.13,11.76,"Windows 11 is designed for hybrid work. Windows 11 Pro delivers a powerful, streamlined user experience that helps you stay focused and get more done – wherever your office might be.",Natural finger-touch navigation makes the most of Windows 8. 1920 x 1200 resolution boasts impressive color and clarity. LED backlight.
HP,650 G2,3.3,4.0,431.99,USD,14.9,10.1,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with the powerful management tools.",Typical 1366 x 768 HD resolution.
Lenovo,21CF005TUS,,,989.99,USD,8.93,12.51,Windows 11 Pro,"Capacitive display responds to finger touches instead of pressure, recognizing a light swipe but not a standard stylus. IPS technology offers wide viewing angles. 1920x1200 HD resolution."
MSI,PRE13EVO14027,,,1299.0,USD,8.27,0.67,"Windows 11 has all the power and security of Windows 10 with a redesigned and refreshed look. It also comes with new tools, sounds, and apps. Every detail has been considered. All of it comes together to bring you a refreshing experience on your PC.","The 2800 x 1800  resolution. The Clearer, Brighter, Immersive OLED display takes your viewing experience to the next level and ensures that everything comes vivid and true-to-life."
Acer,NX.A19AA.005,,,465.99,USD,,,Equipped with a powerful Intel Core i5 i5-1135G7 2.40 GHz processor.,You're totally covered with 512 GB  of storage space.
GIGABYTE,G5 KF-E3US333SH,4.0,3.0,,USD,,,"1+3 Multi Display for Multi-Tasking, DTS:X Audio for Gamers, Windows 11 Home","15.6"""" FHD 1920x1080 (144Hz)"
Dell,5490,5.0,3.0,365.99,USD,9.0,13.1,"Built for business. Protect your data with enterprise-grade security, log in from any device anywhere, and boost productivity with the powerful management tools.",Its 1920 x 1080 resolution showcases your games and HD movies with impressive color and clarity. The antireflective finish reduces eyestrain and widens the field of view.
Lenovo,21EX0008US,5.0,1.0,1449.99,USD,8.46,0.63,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Experience stunning visuals on a compact 13.3"" WUXGA IPS display, featuring a vibrant 1920x1200 resolution and 300nits brightness. Enjoy exceptional clarity, vivid colors, and immersive detail for a captivating viewing experience on your laptop."
Lenovo,21HF000CUS,5.0,1.0,1089.99,USD,8.93,0.7,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Indulge in breathtaking visuals on a 14"" WUXGA IPS display, boasting a crisp 1920x1200 resolution and 300nits brightness. Experience exceptional clarity and vibrant colors for an immersive and eye-catching viewing experience on your laptop."
Lenovo,21EX0003US,,,1249.99,USD,8.46,0.63,"Experience enhanced productivity and advanced security with Windows 11 Pro. Enjoy a sleek interface, seamless multitasking, and robust enterprise-grade features for optimized workflow, increased efficiency, and peace of mind, empowering you to achieve more with confidence.","Experience stunning visuals on a compact 13.3"" WUXGA IPS display, featuring a vibrant 1920x1200 resolution and 300nits brightness. Enjoy exceptional clarity, vivid colors, and immersive detail for a captivating viewing experience on your laptop."
